id,bank,category,person,format,difficulty,question,tags
C0484,companions,Companions (Sahaba),,true_false,3,Create a short scenario about truthfulness and trust (amana) in public life and ask learners what the best response is. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0485,companions,Companions (Sahaba),,multiple_choice,2,Describe humility and avoiding fame from a leadership angle. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0486,companions,Companions (Sahaba),,free_response,2,Create a short scenario about rights of neighbors and community cohesion and ask learners what the best response is. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0487,companions,Companions (Sahaba),,free_response,1,Write a reflection prompt connecting patience under persecution in Mecca to sincerity (ikhlas). Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0488,companions,Companions (Sahaba),,free_response,1,Write a reflection prompt connecting the concept of salaf and early generations to patience (sabr). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0489,companions,Companions (Sahaba),,short_answer,1,Give 2 reasons why humility and avoiding fame mattered for preserving Islam's teachings and community. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0490,companions,Companions (Sahaba),,multiple_choice,3,Design a classroom activity to teach brotherhood between Muhajirun and Ansar. Make it evidence-based. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0491,companions,Companions (Sahaba),,short_answer,3,"Turn learning, teaching, and seeking knowledge into a 2-step reasoning question (Step 1 identify, Step 2 justify). Keep it beginner-friendly.","['sahaba', 'early_islam', 'hadith', 'history']"
C0492,companions,Companions (Sahaba),,free_response,2,Create a short scenario about how the Companions practiced gratitude in hardship and ask learners what the best response is. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0493,companions,Companions (Sahaba),,scenario,2,Defend scribes and written record-keeping from a spiritual angle. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0494,companions,Companions (Sahaba),,scenario,1,"If a social media post claims something about the Treaty of Hudaybiyyah and strategic patience, how would you respond without being combative? Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0495,companions,Companions (Sahaba),,free_response,4,Explain hospitality and caring for guests from a ethical angle. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0496,companions,Companions (Sahaba),,short_answer,1,Write a reflection prompt connecting conflict resolution and reconciliation to sincerity (ikhlas). Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0497,companions,Companions (Sahaba),,scenario,2,"If a social media post claims something about women Companions and their contributions, how would you respond without being combative? Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0498,companions,Companions (Sahaba),,multiple_choice,1,"Explain how isnad protects against misinformation, using truthfulness and trust (amana) in public life as the example context. Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0499,companions,Companions (Sahaba),,scenario,2,List 3 virtues the Companions modeled in the ethics of learning and teaching hadith. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0500,companions,Companions (Sahaba),,true_false,2,"What questions would you ask to verify a claim about social justice, charity, and caring for the vulnerable? Use a psychological lens. Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0501,companions,Companions (Sahaba),,free_response,5,Evaluate the role of Companions in transmitting Qur'anic context (asbab al-nuzul) from a leadership angle. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0502,companions,Companions (Sahaba),,free_response,3,Write a reflection prompt connecting how Companions handled mistakes and repentance to patience (sabr). Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0503,companions,Companions (Sahaba),,free_response,2,Make a short-answer quiz item about courage balanced with restraint for advanced learners. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0504,companions,Companions (Sahaba),,free_response,1,"Turn how the Companions approached non-Muslim neighbors into a 2-step reasoning question (Step 1 identify, Step 2 justify). Keep it beginner-friendly.","['sahaba', 'early_islam', 'hadith', 'history']"
C0505,companions,Companions (Sahaba),,multiple_choice,3,Write a true/false prompt about how the Companions treated the poor and marginalized (do not provide the answer). Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0506,companions,Companions (Sahaba),,multiple_choice,2,Design a classroom activity to teach how the Companions practiced gratitude in hardship. Make it evidence-based. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0507,companions,Companions (Sahaba),,true_false,2,What would psychological success look like if your community applied lessons from the Treaty of Hudaybiyyah and strategic patience this month? Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0508,companions,Companions (Sahaba),,scenario,4,Write a multiple-choice question about the Treaty of Hudaybiyyah and strategic patience (do not provide the answer). Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0509,companions,Companions (Sahaba),,scenario,1,What would community-building success look like if your community applied lessons from what makes a narration reliable vs weak this month? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0510,companions,Companions (Sahaba),,true_false,1,Write a multiple-choice question about how the Companions approached non-Muslim neighbors (do not provide the answer). Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0511,companions,Companions (Sahaba),,scenario,2,Write a reflection prompt connecting the Battle of Badr and its significance to patience (sabr). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0512,companions,Companions (Sahaba),,true_false,2,"Explain how isnad protects against misinformation, using how Companions handled mistakes and repentance as the example context. Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0513,companions,Companions (Sahaba),,free_response,1,Write a reflection prompt connecting da'wah methods used by early Muslims to trust (tawakkul). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0514,companions,Companions (Sahaba),,free_response,4,Write a reflection prompt connecting courage balanced with restraint to sincerity (ikhlas). Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0515,companions,Companions (Sahaba),,scenario,4,Write a reflection prompt connecting youth Companions and early responsibility to patience (sabr). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0516,companions,Companions (Sahaba),,free_response,4,Write a reflection prompt connecting how the Companions treated the poor and marginalized to sincerity (ikhlas). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0517,companions,Companions (Sahaba),,scenario,3,Design a classroom activity to teach truthfulness and trust (amana) in public life. Make it conflict-resolution. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0518,companions,Companions (Sahaba),,multiple_choice,1,Make a short-answer quiz item about how the Companions prioritized truth over tribalism for advanced learners. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0519,companions,Companions (Sahaba),,true_false,3,"Explain how isnad protects against misinformation, using how political power can threaten sincerity as the example context. Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0520,companions,Companions (Sahaba),,multiple_choice,3,Compare Ansar vs students of knowledge in how each contributed to how Companions served as judges and mediators. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0521,companions,Companions (Sahaba),,free_response,2,Give 2 reasons why how the Companions balanced worship and work mattered for preserving Islam's teachings and community. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0522,companions,Companions (Sahaba),,free_response,4,List 3 virtues the Companions modeled in how the Companions treated the poor and marginalized. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0523,companions,Companions (Sahaba),,scenario,5,Make a short-answer quiz item about the Hijrah and the roles of Muhajirun and Ansar for advanced learners. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0524,companions,Companions (Sahaba),,true_false,5,What questions would you ask to verify a claim about the Conquest of Mecca and forgiveness? Use a historical lens. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0525,companions,Companions (Sahaba),,free_response,4,Create a short scenario about da'wah methods used by early Muslims and ask learners what the best response is. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0526,companions,Companions (Sahaba),,true_false,5,Write a reflection prompt connecting how Companions handled mistakes and repentance to patience (sabr). Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0527,companions,Companions (Sahaba),,true_false,2,"Turn the role of Companions in transmitting Qur'anic context (asbab al-nuzul) into a 2-step reasoning question (Step 1 identify, Step 2 justify). Give 1 example and 1 counterexample.","['sahaba', 'early_islam', 'hadith', 'history']"
